order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD036645,REST1136,CUST09867,COUR3959,-37.810334999999995,144.96328369999998,2020-02-14,08:06:35,0,0,Car,"[('beer', 2), ('matka kulfi', 2), ('palak pakoda', 3), ('thandai', 2)]",0,91.683,1301,3,7.51,2.9627
ORD270152,REST1136,CUST06545,COUR3764,-37.824325,144.98447439999998,2020-06-08,04:52:44,0,0,Bike,"[('lunch buffet', 3), ('thandai', 2), ('beer', 2)]",0,130.52,4138,21,9.39,4.509
ORD123273,REST0337,CUST03808,COUR4777,-37.8194657,144.9985596,2020-01-05,04:36:55,0,1,Car,"[('alur dom', 3), ('chicken curry', 3), ('bengali pulao', 2)]",0,90.18,5086,12,7.88,4.6319
ORD316131,REST1136,CUST07909,COUR4204,-37.8168386,144.98988899999998,2020-06-20,02:06:35,0,1,Motorbike,"[('matka kulfi', 1), ('salads', 3), ('mango lassi', 2), ('lunch buffet', 3)]",0,89.69,4161,8,7.51,4.485
ORD348727,REST0732,CUST12586,COUR1602,-37.8188756,144.9531207,2020-05-23,08:22:25,0,1,Bike,"[('coffee', 3), ('burgers', 1), ('waffles', 3)]",0,108.88,6632,33,5.58,7.3268
ORD187451,REST0057,CUST13933,COUR4159,-37.8076419,144.96276830000002,2020-10-21,23:24:23,0,0,Bike,"[('chocolate sandwiches', 2), ('chaat', 1), ('chocolate sandwich', 3)]",45,57.546,476,2,6.26,3.2519
ORD069439,REST1634,CUST10933,COUR4691,-37.803740600000005,144.9654287,2020-05-09,09:13:50,0,1,Bike,"[('thin crust pizza', 2), ('pasta', 3), ('supreme pizza', 2)]",0,90.95,2622,13,6.64,5.2118
ORD175138,REST0057,CUST12519,COUR0664,-37.8192011,144.9530605,2020-01-30,16:13:11,0,0,Bike,"[('corn sandwich', 3), ('chocolate sandwich', 1), ('chilli cheese', 1)]",45,50.38,1855,9,6.26,3.6658
ORD339570,REST0732,CUST02112,COUR4067,-37.8013402,144.9561196,2020-07-04,08:38:14,0,1,Bike,"[('paneer burger', 2), ('pasta', 2), ('sandwiches', 3), ('salads', 3)]",0,119.05,5448,27,5.58,6.8524
ORD090199,REST0057,CUST05631,COUR2558,-37.8118104,144.93922419999998,2020-01-08,18:51:25,1,0,Car,"[('panipuri', 2), ('chaat', 2)]",10,51.444,2769,7,6.26,4.9939
ORD194160,REST0337,CUST13273,COUR2024,-37.802232399999994,144.9604992,2020-06-02,12:31:38,1,0,Motorbike,"[('dhokar dalna', 2), ('aloo posto', 2), ('bhetki paturi', 1), ('fish finger', 3)]",10,106.983,2331,5,6.3,5.0959
ORD124289,REST1634,CUST02509,COUR4756,-37.802433,144.95657549999999,2020-04-20,21:05:56,0,0,Bike,"[('pasta', 2), ('supreme pizza', 2), ('thin crust pizza', 2)]",20,64.304,3353,17,6.64,4.9155
ORD304472,REST1634,CUST02398,COUR2221,-37.8051738,144.9367965,2020-02-25,01:03:17,0,0,Motorbike,"[('thin crust pizza', 2), ('farm pizza', 2), ('pasta', 1), ('ice tea', 2)]",0,111.03,4946,10,6.64,4.2716
ORD124948,REST0057,CUST10158,COUR1360,-37.8112815,145.0020726,2020-07-12,05:24:23,0,1,Car,"[('chocolate sandwiches', 2), ('cheese sandwich', 1), ('chaat', 1), ('lassi', 3)]",45,57.931,3411,8,6.26,4.4912
ORD313521,REST1136,CUST13326,COUR0702,-37.8222824,145.0155699,2020-01-25,18:55:23,1,1,Car,"[('beer', 2), ('palak pakoda', 1), ('mango lassi', 1), ('salads', 1)]",10,59.364,6686,16,9.39,7.0517
ORD094707,REST0337,CUST08326,COUR1727,-37.813229,144.9514476,2020-11-19,13:50:46,1,0,Car,"[('chicken dak bunglow', 2), ('aloo posto', 1), ('bengali pulao', 3)]",20,48.888,548,1,7.88,4.5566
ORD320394,REST1634,CUST13523,COUR3223,-37.823035499999996,145.0087273,2020-11-02,16:40:52,0,0,Car,"[('potato wedges', 3), ('farm pizza', 2), ('ice tea', 1), ('supreme pizza', 1)]",10,74.853,2703,6,6.64,3.311
ORD136227,REST1136,CUST09009,COUR1760,-37.802286200000005,144.9802774,2020-28-02,14:02:38,0,0,Motorbike,"[('thandai', 1), ('beer', 1), ('salads', 3)]",0,60.43,3356,7,7.51,3.5159
ORD051619,REST0732,CUST01252,COUR0035,-37.800729600000004,144.9792272,2020-02-19,13:07:15,1,0,Motorbike,"[('burgers', 1), ('coffee', 2)]",40,32.47,3178,6,5.58,4.9886
ORD152348,REST1634,CUST00038,COUR0134,-37.810958299999996,144.9400646,2020-10-16,12:19:46,1,0,Car,"[('supreme pizza', 1), ('farm pizza', 1)]",0,15.4,4587,11,5.31,5.5984
ORD235548,REST0732,CUST02527,COUR1733,-37.8142292,144.9389634,2020-08-15,12:27:41,1,1,Motorbike,"[('coffee', 1), ('salads', 1), ('burgers', 2)]",45,27.434,7475,15,6.97,7.3767
ORD050020,REST0057,CUST04930,COUR2002,-37.8141249,144.9724314,2020-02-16,03:29:40,0,1,Bike,"[('cheese sandwich', 3), ('chaat', 2)]",0,44.71,1135,6,6.26,4.5491
ORD340073,REST1634,CUST09884,COUR2080,-37.808530499999996,144.94215780000002,2020-10-22,09:13:50,0,0,Car,"[('thin crust pizza', 3), ('potato wedges', 3), ('pasta', 3)]",0,136.53,4534,11,5.31,4.0148
ORD160652,REST1136,CUST13414,COUR2050,-37.8104684,145.00919009999998,2020-06-24,09:57:21,0,0,Motorbike,"[('matka kulfi', 2), ('lunch buffet', 2), ('beer', 3), ('thandai', 3)]",0,189.02,5722,11,7.51,3.7503
ORD336308,REST0057,CUST10841,COUR1430,-37.801292700000005,144.9629735,2020-12-28,08:54:03,0,0,Bike,"[('lassi', 2), ('panipuri', 1), ('cheese sandwich', 1), ('chilli cheese', 3)]",0,68.75,1298,6,7.82,3.3378
ORD272452,REST0732,CUST09429,COUR3089,-37.8235573,144.95612350000002,2020-03-08,08:06:35,0,1,Bike,"[('paneer burger', 1), ('pasta', 2), ('salads', 2)]",20,30.624,6576,33,6.97,7.0695
ORD067904,REST0057,CUST05867,COUR0398,-37.807702299999995,144.9421199,2020-05-19,03:45:29,0,0,Motorbike,"[('chocolate sandwich', 3), ('chocolate sandwiches', 2)]",45,50.408,2470,5,7.82,3.229
ORD299440,REST0732,CUST07489,COUR1701,-37.811949600000005,145.0119796,2020-12-19,09:57:21,0,1,Bike,"[('pasta', 2), ('burgers', 2), ('salads', 3), ('sandwiches', 1)]",20,41.082,2009,10,5.58,4.7178
ORD149727,REST1136,CUST06746,COUR4813,-37.8081652,144.9729806,2020-04-04,17:52:05,0,1,Car,"[('palak pakoda', 2), ('thandai', 1), ('lunch buffet', 1)]",40,42.636,2104,5,9.39,4.6139
ORD017646,REST0057,CUST11647,COUR4081,-37.8177898,144.95238799999998,2020-20-01,06:43:30,0,0,Car,"[('panipuri', 1), ('cheese sandwiches', 1), ('chilli cheese', 1)]",40,19.536,3074,7,6.26,3.4589
ORD259878,REST1136,CUST06885,COUR0805,-37.806963399999994,144.96259619999998,2020-02-04,21:25:42,0,0,Bike,"[('thandai', 3), ('salads', 1)]",0,76.27,1187,6,9.39,3.2041
ORD324370,REST1634,CUST07187,COUR1132,-37.803762299999995,144.94210269999996,2020-03-06,04:01:19,0,0,Car,"[('supreme pizza', 2), ('farm pizza', 1), ('potato wedges', 3), ('pasta', 2)]",0,83.7,4455,11,5.31,4.4465
ORD175714,REST0732,CUST06907,COUR2172,-37.805829700000004,144.95608159999998,2020-10-12,13:15:09,1,0,Bike,"[('salads', 3), ('waffles', 2), ('paneer burger', 3), ('sandwiches', 2)]",0,136.81,5724,29,6.97,7.4132
ORD170862,REST0057,CUST08798,COUR1698,-37.793878799999995,144.9851776,2020-05-30,20:02:38,0,1,Bike,"[('chaat', 2), ('chocolate sandwiches', 2), ('cheese sandwiches', 2), ('lassi', 3)]",0,134.1,3241,16,7.82,5.3298
ORD234635,REST1136,CUST11497,COUR4369,-37.807075700000006,144.9371993,2020-03-04,10:36:55,0,0,Car,"[('lunch buffet', 2), ('mango lassi', 2), ('salads', 2), ('beer', 3)]",45,60.786,1956,4,9.39,2.7045
ORD327063,REST1136,CUST09141,COUR0095,-37.804249299999995,145.01088869999998,2020-02-24,02:22:25,0,0,Car,"[('mango lassi', 2), ('thandai', 2), ('beer', 1), ('salads', 1)]",0,82.93,6047,15,9.39,4.345
ORD071660,REST1634,CUST04529,COUR4807,-37.814767700000004,144.94913480000002,2020-05-01,08:26:22,0,0,Car,"[('potato wedges', 2), ('thin crust pizza', 3)]",20,73.36,3639,9,6.64,3.8885
ORD203360,REST0337,CUST03001,COUR3552,-37.8018354,144.980529,2020-02-04,11:32:18,0,0,Car,"[('alur dom', 3), ('fish curry', 1), ('chicken curry', 1)]",0,58.32,3738,9,6.3,3.7572
ORD076621,REST0337,CUST07911,COUR1313,-37.817954,144.9897831,2020-08-04,03:13:50,0,0,Bike,"[('bhetki paturi', 1), ('fish cutlet', 1), ('aloo posto', 1), ('bengali pulao', 1)]",45,19.938,4214,21,6.3,4.7617
ORD010797,REST0337,CUST01589,COUR1302,-37.8224366,144.9927925,2020-04-12,11:08:34,0,1,Motorbike,"[('chicken curry', 3), ('chicken dak bunglow', 2), ('bengali pulao', 1), ('dhokar dalna', 1)]",45,62.931,4573,9,6.3,4.7855
ORD119223,REST1136,CUST07742,COUR3887,-37.797693599999995,144.9674106,2020-05-15,08:30:19,0,0,Car,"[('mango lassi', 2), ('beer', 1), ('salads', 1), ('thandai', 3)]",0,106.37,2445,6,9.39,3.208
ORD077137,REST1634,CUST03698,COUR2473,-37.7999799,145.0138091,2020-01-07,09:05:56,0,0,Bike,"[('supreme pizza', 3), ('potato wedges', 2)]",0,49.64,3984,20,5.31,4.9112
ORD007278,REST0337,CUST05490,COUR4691,-37.8025333,144.954166,2020-07-08,02:10:32,0,0,Bike,"[('alur dom', 1), ('fish finger', 3), ('chicken curry', 3), ('dhokar dalna', 3)]",0,181.05,1950,10,6.3,4.0083
ORD032367,REST1136,CUST07426,COUR4635,-37.8067098,144.9089836,2020-08-29,01:11:12,0,0,Motorbike,"[('salads', 2), ('thandai', 3), ('lunch buffet', 3)]",0,127.58,4076,8,7.51,4.7329
ORD015969,REST0337,CUST11865,COUR3746,-37.810388,144.9990886,2020-07-17,10:09:13,0,0,Bike,"[('fish curry', 3), ('bengali pulao', 1), ('fish finger', 3)]",0,100.17,4890,24,6.3,5.6754
ORD224735,REST0732,CUST12325,COUR4132,-37.817668100000006,144.9591349,2020-08-08,06:43:30,0,1,Bike,"[('salads', 2), ('sandwiches', 3)]",40,49.824,6045,30,6.97,6.8974
ORD323078,REST0337,CUST13186,COUR2696,-37.806954600000005,144.9652455,2020-06-29,01:38:54,0,0,Motorbike,"[('dhokar dalna', 1), ('fish curry', 1)]",0,38.08,2143,4,7.88,3.1377
ORD319844,REST0337,CUST13539,COUR1160,-37.8013693,144.9742775,2020-05-28,13:19:07,1,0,Motorbike,"[('chicken curry', 3), ('alur dom', 1), ('fish curry', 1), ('fish finger', 1)]",10,80.955,3225,6,7.88,5.0984
ORD164467,REST0057,CUST13231,COUR1611,144.9780102,-37.82130720000001,2020-08-08,20:02:38,0,1,Bike,"[('cheese sandwiches', 1), ('lassi', 2), ('chocolate sandwiches', 3)]",0,103.82,2047,10,6.26,4.8396
ORD256025,REST0732,CUST05065,COUR1317,-37.8200537,144.95831030000002,2020-10-23,03:21:45,0,0,Car,"[('coffee', 3), ('sandwiches', 2), ('paneer burger', 3), ('salads', 2)]",20,85.048,6100,15,5.58,4.5532
ORD302893,REST0057,CUST03554,COUR4537,-37.813257,145.0048305,2020-08-05,19:50:46,1,0,Bike,"[('cheese sandwiches', 3), ('corn sandwich', 1)]",0,56.15,3697,18,7.82,6.2514
ORD339174,REST1634,CUST10848,COUR4272,-37.800774,144.96412800000002,2020-07-17,17:32:18,0,0,Motorbike,"[('pasta', 1), ('supreme pizza', 2), ('potato wedges', 1), ('ice tea', 3)]",45,55.946,3151,6,5.31,3.8867
ORD157644,REST1136,CUST10080,COUR1064,-37.8061375,144.9584263,2020-05-21,05:00:39,0,0,Motorbike,"[('thandai', 2), ('mango lassi', 3)]",20,50.656,800,2,9.39,3.0811
ORD295188,REST0732,CUST04315,COUR4007,-37.8178148,144.9746359,2020-05-04,15:01:58,0,0,Motorbike,"[('sandwiches', 2), ('waffles', 3)]",0,111.5,5041,10,5.58,3.8921
ORD185776,REST1634,CUST11882,COUR1243,-37.8112366,145.00735930000002,2020-02-19,16:29:00,0,0,Bike,"[('pasta', 2), ('potato wedges', 3)]",10,54.45,2602,13,5.31,4.5575
ORD185811,REST0057,CUST06611,COUR0627,-37.8245703,144.9846872,2020-09-29,02:06:35,0,0,Motorbike,"[('cheese sandwiches', 3), ('chaat', 2), ('potato twister', 1), ('lassi', 1)]",40,51.072,1362,5,6.26,3.5287
ORD312964,REST0057,CUST04690,COUR4625,-37.7999032,144.927629,2020-04-16,13:38:54,1,0,Car,"[('chocolate sandwich', 2), ('potato twister', 1), ('chilli cheese', 3), ('chaat', 2)]",0,88.12,4027,10,6.26,5.4045
ORD120188,REST1136,CUST06654,COUR0812,-37.8214382,144.9456191,2020-06-15,16:17:08,0,0,Motorbike,"[('thandai', 3), ('beer', 2), ('palak pakoda', 2)]",0,141.1,2082,4,9.39,3.2156
ORD224760,REST1136,CUST13955,COUR3473,-37.8129349,144.9526978,2020-02-07,06:00:00,0,0,Car,"[('lunch buffet', 2), ('mango lassi', 3)]",40,28.008,641,2,9.39,2.9295
ORD249037,REST0057,CUST05967,COUR2830,-37.8204679,144.9660046,2020-02-20,00:31:38,0,0,Motorbike,"[('corn sandwich', 2), ('lassi', 3), ('cheese sandwiches', 1)]",0,100.82,1482,3,7.82,3.1307
ORD112873,REST0057,CUST02350,COUR2631,-37.800165899999996,145.00974399999998,2020-11-04,01:30:59,0,0,Bike,"[('lassi', 3), ('cheese sandwich', 2), ('chocolate sandwich', 3), ('cheese sandwiches', 1)]",45,63.97,5033,25,7.82,5.0281
ORD194825,REST0732,CUST10755,COUR0154,-37.8104294,144.9844312,2020-03-24,17:48:07,0,0,Bike,"[('pasta', 2), ('salads', 1)]",40,13.35,3431,17,5.58,5.0267
ORD305167,REST1136,CUST08072,COUR2358,-37.818575,145.0052604,2020-10-15,05:44:10,0,0,Motorbike,"[('salads', 3), ('mango lassi', 3), ('lunch buffet', 3)]",0,79.65,5591,11,7.51,4.0235
ORD187818,REST0337,CUST09488,COUR1308,-37.7997592,144.95761090000002,2020-08-06,16:44:50,0,0,Car,"[('fish cutlet', 3), ('chicken dak bunglow', 3)]",40,60.426,2318,6,7.88,3.4485
ORD070600,REST1634,CUST01111,COUR3460,-37.8079403,145.00879650000002,2020-01-04,06:07:54,0,1,Car,"[('thin crust pizza', 3), ('farm pizza', 3), ('potato wedges', 1), ('supreme pizza', 3)]",0,124.78,3040,7,6.64,4.7983
ORD011292,REST1634,CUST07840,COUR0742,-37.8164472,144.9844004,2020-01-16,12:55:23,1,0,Motorbike,"[('supreme pizza', 2), ('thin crust pizza', 3), ('ice tea', 1), ('potato wedges', 1)]",40,68.994,18,0,5.31,4.8564
ORD137169,REST1136,CUST05962,COUR2976,-37.8204785,144.96570490000002,2020-10-29,12:59:20,1,0,Bike,"[('palak pakoda', 2), ('lunch buffet', 1)]",0,47.62,2341,12,9.39,5.6724
ORD306104,REST1136,CUST08391,COUR0848,-37.80170220000001,144.9636299,2020-05-03,22:29:00,0,1,Motorbike,"[('matka kulfi', 1), ('palak pakoda', 1), ('lunch buffet', 3)]",10,69.417,4841,3,7.51,3.597
ORD152210,REST1136,CUST05341,COUR3943,-37.8163682,144.96563030000002,2020-01-02,15:57:21,0,0,Car,"[('palak pakoda', 2), ('salads', 1), ('matka kulfi', 1)]",0,53.97,1939,5,9.39,2.6717
ORD259218,REST1136,CUST04602,COUR3118,-37.8111305,144.945186,2020-03-17,10:09:13,0,0,Car,"[('matka kulfi', 1), ('beer', 3)]",45,40.117,1581,4,9.39,3.0074
ORD172433,REST0057,CUST06797,COUR0187,-37.8048808,144.9705639,2020-05-04,00:23:44,0,0,Motorbike,"[('chilli cheese', 2), ('chaat', 1)]",10,22.374,1396,3,7.82,3.1391
ORD147794,REST0337,CUST03862,COUR1229,-37.81350379999999,144.9902428,2020-02-08,16:05:16,0,1,Car,"[('fish finger', 2), ('bengali pulao', 1)]",0,40.44,4330,10,7.88,4.3789
ORD287101,REST1634,CUST04041,COUR0885,-37.8193221,144.981828,2020-08-04,05:52:05,0,0,Bike,"[('supreme pizza', 1), ('thin crust pizza', 1), ('ice tea', 3), ('pasta', 3)]",0,123.76,586,3,6.64,3.05
ORD122287,REST1136,CUST06773,COUR2293,-37.803343299999995,144.9695607,2020-03-14,12:03:57,1,1,Bike,"[('lunch buffet', 1), ('palak pakoda', 2), ('salads', 2), ('matka kulfi', 1)]",20,60.032,2132,11,9.39,6.2757
ORD172758,REST0057,CUST11818,COUR0255,-37.8193803,144.95279419999997,2020-02-17,02:14:30,0,1,Bike,"[('cheese sandwich', 1), ('cheese sandwiches', 2)]",40,16.974,2076,10,6.26,3.9754
ORD328925,REST0337,CUST02530,COUR3003,-37.8122644,144.937572,2020-12-17,14:54:03,0,0,Bike,"[('aloo posto', 3), ('chicken curry', 3), ('dhokar dalna', 1)]",0,94.35,1132,6,6.3,3.9433
ORD342048,REST1136,CUST04153,COUR4769,-37.821333,144.9834794,2020-08-09,15:13:50,0,1,Motorbike,"[('lunch buffet', 2), ('thandai', 1), ('palak pakoda', 1), ('salads', 2)]",45,45.007,2846,8,7.51,4.3992
ORD151809,REST0337,CUST04316,COUR1131,-37.8174345,144.97131130000002,2020-06-18,15:37:34,0,0,Bike,"[('dhokar dalna', 1), ('fish curry', 3), ('fish finger', 1), ('fish cutlet', 1)]",10,89.883,2425,12,7.88,4.1765
ORD015439,REST0732,CUST03853,COUR2593,-37.8139718,144.9847561,2020-03-20,03:49:27,0,0,Motorbike,"[('paneer burger', 3), ('waffles', 2), ('salads', 2), ('sandwiches', 2)]",45,70.213,3674,7,5.58,3.6016
ORD214154,REST1136,CUST08989,COUR3392,-37.813055299999995,144.9597517,2020-07-05,03:13:50,0,1,Motorbike,"[('lunch buffet', 3), ('mango lassi', 3)]",10,55.62,1082,2,7.51,3.8441
ORD308760,REST0732,CUST09899,COUR3777,-37.8060137,144.98353219999998,Tue Nov 10 00:00:00 2020,20:54:03,0,0,Bike,"[('paneer burger', 2), ('burgers', 3), ('waffles', 3)]",0,131.09,3152,16,6.97,4.5948
ORD144040,REST0337,CUST06969,COUR4357,-37.805582,144.95376399999998,2020-08-15,06:07:54,0,1,Motorbike,"[('fish curry', 1), ('aloo posto', 1), ('fish cutlet', 3), ('alur dom', 2)]",40,53.142,1606,3,7.88,3.9321
ORD093939,REST0732,CUST12555,COUR2178,-37.818844399999996,144.9531886,2020-10-19,13:15:09,1,0,Bike,"[('salads', 3), ('burgers', 2)]",0,60.11,6628,33,6.97,7.6058
ORD242205,REST1136,CUST04909,COUR0710,-37.805564700000005,144.9944437,2020-12-07,00:55:23,0,0,Motorbike,"[('mango lassi', 3), ('palak pakoda', 2), ('matka kulfi', 2)]",0,79.98,4275,9,9.39,3.2749
ORD085052,REST0057,CUST03702,COUR1915,-37.806636100000006,144.9864862,2020-10-20,07:15:09,0,0,Car,"[('chocolate sandwiches', 3), ('chocolate sandwich', 3), ('corn sandwich', 2), ('chilli cheese', 1)]",40,99.006,2152,5,7.82,3.0484
ORD191097,REST0057,CUST04768,COUR0211,-37.8050904,144.930054,2020-09-06,20:46:09,0,1,Car,"[('chocolate sandwiches', 2), ('chaat', 2), ('lassi', 1), ('cheese sandwiches', 1)]",0,94.0,3627,9,6.26,4.3963
ORD157006,REST1136,CUST03129,COUR2987,-37.8119739,144.986043,2020-08-14,10:36:55,0,0,Bike,"[('beer', 3), ('lunch buffet', 1)]",0,72.54,3467,17,7.51,4.193
ORD278027,REST1634,CUST09957,COUR4062,-37.802406700000006,144.97462219999997,2020-01-25,13:19:07,1,1,Bike,"[('thin crust pizza', 3), ('supreme pizza', 3), ('ice tea', 1), ('farm pizza', 3)]",45,72.859,2203,11,5.31,6.4897
ORD258834,REST1634,CUST02774,COUR1993,-37.8257327,144.9984437,2020-05-08,21:05:56,0,0,Car,"[('pasta', 1), ('ice tea', 2), ('farm pizza', 1), ('thin crust pizza', 1)]",0,81.61,1987,5,5.31,3.9004
ORD209608,REST0732,CUST13721,COUR4291,-37.8141371,144.9716123,2020-07-28,06:31:38,0,0,Car,"[('sandwiches', 1), ('burgers', 1), ('pasta', 1), ('waffles', 3)]",45,62.04,4862,12,6.97,4.1688
ORD074864,REST0732,CUST01738,COUR2096,-37.82315820000001,144.94257340000001,2020-02-16,14:30:19,0,1,Bike,"[('coffee', 3), ('pasta', 3), ('waffles', 2)]",40,53.652,7859,39,5.58,7.6681
ORD247661,REST0732,CUST07890,COUR3988,-37.8196445,144.9826177,2020-10-15,23:36:15,0,0,Car,"[('waffles', 2), ('sandwiches', 2)]",20,70.976,4419,24,5.58,4.1431
ORD132064,REST0337,CUST03307,COUR3151,-37.803872999999996,144.94791,2020-01-11,03:25:42,0,1,car,"[('aloo posto', 1), ('fish curry', 2), ('chicken curry', 2), ('bengali pulao', 2)]",45,44.896,1546,8,7.88,4.3799
ORD197069,REST1634,CUST00021,COUR0045,-37.8098683,144.9666843,2020-03-13,14:14:30,0,0,Car,"[('thin crust pizza', 2), ('ice tea', 2)]",0,85.26,2085,5,6.64,3.2532
ORD207555,REST0732,CUST10523,COUR0637,-37.823265299999996,144.9880314,2020-07-18,23:36:15,0,1,Motorbike,"[('sandwiches', 2), ('salads', 2)]",40,36.876,4319,9,6.97,4.6781
ORD049932,REST1634,CUST12103,COUR1112,-37.825200200000005,145.0110664,2020-09-15,23:36:15,0,0,Car,"[('thin crust pizza', 3), ('supreme pizza', 1), ('farm pizza', 3)]",40,57.636,2973,7,6.64,3.8715
ORD344620,REST1634,CUST09727,COUR3058,-37.8076984,144.9768719,2020-09-23,18:15:49,1,0,Bike,"[('potato wedges', 2), ('supreme pizza', 2), ('farm pizza', 3)]",45,35.552,1413,7,5.31,5.2773
ORD279280,REST1136,CUST06751,COUR1986,-37.80742,144.9711465,2020-06-02,08:54:03,0,0,Car,"[('matka kulfi', 2), ('lunch buffet', 1), ('thandai', 2), ('palak pakoda', 2)]",20,100.432,1935,5,9.39,2.9004
ORD336277,REST0057,CUST10447,COUR0215,-37.80974570000001,144.9913426,2020-07-01,18:35:36,1,0,Bike,"[('chocolate sandwich', 3), ('cheese sandwich', 2), ('potato twister', 1), ('panipuri', 1)]",0,88.83,2476,12,6.26,5.5101
ORD228646,REST0057,CUST12509,COUR3238,-37.8187871,144.95341340000002,2020-06-10,14:58:01,0,0,Car,"[('chocolate sandwich', 2), ('corn sandwich', 1), ('cheese sandwiches', 3)]",10,80.037,1805,4,7.82,3.1735
ORD020924,REST0732,CUST13770,COUR3371,-37.81434,144.9546842,2020-02-10,19:23:04,1,0,Bike,"[('sandwiches', 2), ('pasta', 1), ('burgers', 3)]",0,98.7,6069,30,5.58,7.2916
ORD084747,REST0337,CUST04296,COUR1379,-37.8247011,144.99065530000001,2020-03-18,03:53:24,0,0,Bike,"[('fish curry', 1), ('chicken dak bunglow', 3), ('alur dom', 3)]",40,56.13,4405,22,7.88,5.1023
ORD100862,REST1136,CUST02627,COUR3320,-37.80609329999999,144.9544511,Sat Apr 11 00:00:00 2020,12:19:46,1,1,Car,"[('palak pakoda', 3), ('thandai', 3), ('mango lassi', 2)]",0,130.03,401,1,9.39,5.0492
ORD298081,REST0337,CUST05648,COUR1407,-37.8123454,144.9368391,2020-07-19,09:41:32,0,1,Bike,"[('bhetki paturi', 3), ('chicken curry', 1), ('aloo posto', 3)]",0,56.69,1390,7,6.3,4.7814
ORD199038,REST0057,CUST08050,COUR0342,-37.8199156,145.0116616,2020-02-02,05:04:36,0,1,Car,"[('chocolate sandwiches', 3), ('potato twister', 3), ('corn sandwich', 3), ('cheese sandwich', 2)]",40,108.102,4614,11,7.82,5.2459
ORD140872,REST1634,CUST01525,COUR4588,-37.8274886,144.987492,2020-04-06,22:05:16,0,0,Car,"[('pasta', 3), ('supreme pizza', 3)]",0,55.11,1841,4,5.31,3.4071
ORD076291,REST1634,CUST13741,COUR4255,-37.817163,144.9534711,2020-10-02,00:00:00,0,0,Car,"[('ice tea', 2), ('thin crust pizza', 3), ('potato wedges', 1), ('supreme pizza', 3)]",20,143.6,3077,7,5.31,3.4807
ORD178894,REST0057,CUST10948,COUR1741,144.966864,-37.8065794,2020-01-27,22:29:00,0,0,Bike,"[('chocolate sandwich', 1), ('cheese sandwich', 1), ('potato twister', 2)]",0,45.76,650,3,7.82,3.2546
ORD166529,REST0732,CUST11896,COUR4944,-37.8183221,145.00154530000003,2020-08-11,04:36:55,0,0,Car,"[('sandwiches', 1), ('salads', 2), ('coffee', 2)]",0,56.02,3079,7,6.97,3.6504
ORD186088,REST0337,CUST07252,COUR2292,-37.8206516,144.9486218,2020-08-07,02:26:22,0,0,Motorbike,"[('bengali pulao', 3), ('alur dom', 3), ('chicken dak bunglow', 3), ('chicken curry', 3)]",20,118.776,705,1,7.88,3.009
ORD262521,REST0337,CUST10174,COUR3789,-37.8236668,144.9770017,2020-01-17,04:52:44,0,0,Bike,"[('chicken dak bunglow', 2), ('bengali pulao', 1), ('aloo posto', 3), ('fish cutlet', 1)]",0,78.33,3256,16,6.3,4.2563
ORD301701,REST1136,CUST08974,COUR2649,-37.8099791,144.9904089,2020-02-15,22:44:50,0,1,Bike,"[('mango lassi', 3), ('thandai', 3), ('palak pakoda', 2)]",0,119.26,3661,18,7.51,5.4318
ORD065716,REST0732,CUST11128,COUR0668,-37.8064405,144.987244,2020-03-15,04:36:55,0,1,Bike,"[('salads', 2), ('paneer burger', 1)]",40,15.108,2949,15,6.97,5.1234
ORD306351,REST0057,CUST01813,COUR3052,-37.799997399999995,144.963181,2020-11-28,08:38:14,0,1,Bike,"[('chocolate sandwich', 1), ('lassi', 1), ('chocolate sandwiches', 1)]",0,52.17,1367,7,6.26,4.8449
ORD185564,REST1634,CUST09059,COUR3229,-37.798871399999996,144.9198335,2020-08-12,11:16:29,0,0,Car,"[('supreme pizza', 3), ('farm pizza', 2), ('pasta', 1), ('thin crust pizza', 2)]",40,55.686,6853,16,5.31,4.6739
ORD342285,REST1634,CUST05821,COUR0654,-37.8104171,144.98101409999998,2020-08-22,06:00:00,0,1,Car,"[('pasta', 2), ('potato wedges', 3), ('farm pizza', 3)]",45,45.815,850,2,6.64,4.3267
ORD239667,REST0057,CUST12332,COUR0310,144.9606004,-37.8183822,2020-01-17,21:29:40,0,0,Car,"[('chilli cheese', 3), ('lassi', 1), ('cheese sandwiches', 1)]",0,43.38,1330,3,6.26,3.2442
ORD047618,REST1136,CUST13228,COUR3966,-37.8215333,144.9779585,2020-01-25,09:05:56,1,1,Bike,"[('salads', 1), ('mango lassi', 3)]",0,22.39,3475,17,7.51,5.1795
ORD312803,REST1634,CUST09864,COUR2527,-37.810106,144.9555752,2020-03-10,03:25:42,0,0,Car,"[('farm pizza', 2), ('thin crust pizza', 1)]",0,37.02,3266,8,5.31,3.9116
ORD197348,REST0057,CUST04787,COUR3923,-37.8049453,144.9284165,2020-03-10,20:14:30,0,0,Bike,"[('cheese sandwich', 2), ('chaat', 1), ('corn sandwich', 2)]",45,39.413,3772,19,6.26,4.0964
